Type,Title,Content,Sender_brand,Topic_category,Suspicion_level,LLM_likeness,Language_style,Phishing_technique,Is_Phishing,Model_Source,Text
E-mail,Rejestracja w IKP zakonczona,"Witamy, Twoje Internetowe Konto Pacjenta zostalo aktywowane. Mozesz teraz przegladac historie leczenia, e-recepty i skierowania. Zachecamy do zainstalowania aplikacji mojeIKP. Dziekujemy za korzystanie z uslug e-Zdrowia. Ministerstwo Zdrowia.",Inny,Login / verification,1,1,official-bureaucratic,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Rejestracja w IKP zakonczona
[CONTENT] Witamy, Twoje Internetowe Konto Pacjenta zostalo aktywowane. Mozesz teraz przegladac historie leczenia, e-recepty i skierowania. Zachecamy do zainstalowania aplikacji mojeIKP. Dziekujemy za korzystanie z uslug e-Zdrowia. Ministerstwo Zdrowia."
E-mail,mBank: Aktualizacja danych,"Szanowny Kliencie, prosimy o aktualizacje danych osobowych (dowod osobisty). Zaloguj sie do mBanku i przeslij skan: mbank-aktualizacja-danych-verify.net/upload/82M1 . Brak aktualizacji zablokuje konto. Zespol mBank.",mBank,Data / certificate update,5,4,official-bureaucratic,fake security update,True,gemini_3,"[TYPE] E-mail
[SENDER] mBank
[TITLE] mBank: Aktualizacja danych
[CONTENT] Szanowny Kliencie, prosimy o aktualizacje danych osobowych (dowod osobisty). Zaloguj sie do mBanku i przeslij skan: mbank-aktualizacja-danych-verify.net/upload/82M1 . Brak aktualizacji zablokuje konto. Zespol mBank."
SMS,Brak,Google: Wykryto nietypowe logowanie z Chin. Zmien haslo natychmiast: google-security-alert-check.net/reset/82M1,Inny,Login / verification,5,3,formal-corporate,account block threat,True,gemini_3,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Google: Wykryto nietypowe logowanie z Chin. Zmien haslo natychmiast: google-security-alert-check.net/reset/82M1"
E-mail,OLX: Wyplata pieniedzy wstrzymana,"Witaj, Twoja wyplata srodkow z OLX zostala wstrzymana przez bank. Aby odblokowac przelew, musisz zaktualizowac dane karty platniczej. Przejdz do weryfikacji: [olx-platnosci-update-card.com/verify/83L2](https://www.google.com/search?q=https://olx-platnosci-update-card.com/verify/83L2) . Srodki trafia na konto w ciagu 15 min. OLX Polska.",OLX,Payment / refund,5,3,formal-corporate,fake payment demand,True,gemini_3,"[TYPE] E-mail
[SENDER] OLX
[TITLE] OLX: Wyplata pieniedzy wstrzymana
[CONTENT] Witaj, Twoja wyplata srodkow z OLX zostala wstrzymana przez bank. Aby odblokowac przelew, musisz zaktualizowac dane karty platniczej. Przejdz do weryfikacji: [olx-platnosci-update-card.com/verify/83L2](https://www.google.com/search?q=https://olx-platnosci-update-card.com/verify/83L2) . Srodki trafia na konto w ciagu 15 min. OLX Polska."
E-mail,Wezwanie do zaplaty - Play,"Dzial Windykacji Play przypomina o zaleglosci na kwote 115,00 PLN. Termin platnosci minal. Prosimy o wplate w ciagu 2 dni, aby uniknac blokady uslug i dodatkowych kosztow windykacyjnych. Splac dlug online: play-platnosci-windykacja.eu/pay/83L1 . Dziekujemy.",Play,Payment / refund,5,3,official-bureaucratic,fake payment demand,True,gemini_3,"[TYPE] E-mail
[SENDER] Play
[TITLE] Wezwanie do zaplaty - Play
[CONTENT] Dzial Windykacji Play przypomina o zaleglosci na kwote 115,00 PLN. Termin platnosci minal. Prosimy o wplate w ciagu 2 dni, aby uniknac blokady uslug i dodatkowych kosztow windykacyjnych. Splac dlug online: play-platnosci-windykacja.eu/pay/83L1 . Dziekujemy."
E-mail,Nowe urzadzenie zalogowane do konta Facebook,"Witaj, zauwazylismy nowe logowanie do Twojego konta Facebook z urzadzenia iPhone 13 w lokalizacji Krakow, Polska. Data i godzina: 22 stycznia 2025, 18:45. Jezeli to Ty, nie musisz nic robic. Jezeli jednak nie rozpoznajesz tego logowania, prosimy o zabezpieczenie konta, poniewaz ktos mogl poznac Twoje haslo. Kliknij tutaj, aby zglosic nieautoryzowany dostep: [facebook.com/settings/security/checkpoint](https://www.google.com/search?q=https://facebook.com/settings/security/checkpoint) . Zalecamy rowniez zmiane hasla na silniejsze oraz wlaczenie uwierzytelniania dwuskladnikowego, aby lepiej chronic swoje dane w przyszlosci. Dziekujemy za dbanie o bezpieczenstwo spolecznosci Facebooka.",Inny,Login / verification,1,1,colloquial,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Nowe urzadzenie zalogowane do konta Facebook
[CONTENT] Witaj, zauwazylismy nowe logowanie do Twojego konta Facebook z urzadzenia iPhone 13 w lokalizacji Krakow, Polska. Data i godzina: 22 stycznia 2025, 18:45. Jezeli to Ty, nie musisz nic robic. Jezeli jednak nie rozpoznajesz tego logowania, prosimy o zabezpieczenie konta, poniewaz ktos mogl poznac Twoje haslo. Kliknij tutaj, aby zglosic nieautoryzowany dostep: [facebook.com/settings/security/checkpoint](https://www.google.com/search?q=https://facebook.com/settings/security/checkpoint) . Zalecamy rowniez zmiane hasla na silniejsze oraz wlaczenie uwierzytelniania dwuskladnikowego, aby lepiej chronic swoje dane w przyszlosci. Dziekujemy za dbanie o bezpieczenstwo spolecznosci Facebooka."
E-mail,XTB: Zmiana godzin handlu,"Szanowny Inwestorze, informujemy o zmianie godzin handlu na instrumentach opartych o amerykanskie indeksy gieldowe w dniu 29.01.2025. Zmiana podyktowana jest swietem panstwowym w USA. Handel zakonczy sie wczesniej, o godzinie 20:30 czasu polskiego. Szczegolowy harmonogram dostepny jest na naszej stronie internetowej oraz w platformie xStation. Prosimy o dostosowanie swoich strategii inwestycyjnych. Dom Maklerski XTB.",XTB,Investments,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] XTB
[TITLE] XTB: Zmiana godzin handlu
[CONTENT] Szanowny Inwestorze, informujemy o zmianie godzin handlu na instrumentach opartych o amerykanskie indeksy gieldowe w dniu 29.01.2025. Zmiana podyktowana jest swietem panstwowym w USA. Handel zakonczy sie wczesniej, o godzinie 20:30 czasu polskiego. Szczegolowy harmonogram dostepny jest na naszej stronie internetowej oraz w platformie xStation. Prosimy o dostosowanie swoich strategii inwestycyjnych. Dom Maklerski XTB."
SMS,Brak,Twoje konto OLX zostalo wyroznione! Odbierz bonus 50 PLN na promowanie ogloszen. Zaloguj sie i aktywuj: olx-bonusy-promocja.pl/odbierz/10M2,OLX,Prize / lottery / voucher,5,3,rushed-marketing,fake prize / win,True,gemini_3,"[TYPE] SMS
[SENDER] OLX
[TITLE] Brak
[CONTENT] Twoje konto OLX zostalo wyroznione! Odbierz bonus 50 PLN na promowanie ogloszen. Zaloguj sie i aktywuj: olx-bonusy-promocja.pl/odbierz/10M2"
SMS,Brak,ePUAP: Otrzymano urzedowe poswiadczenie doreczenia (UPD). Dokument do pobrania w skrzynce. Data: 27.01.2025.,ePUAP,US/ZUS notification,1,1,official-bureaucratic,brak,False,gemini_3,"[TYPE] SMS
[SENDER] ePUAP
[TITLE] Brak
[CONTENT] ePUAP: Otrzymano urzedowe poswiadczenie doreczenia (UPD). Dokument do pobrania w skrzynce. Data: 27.01.2025."
SMS,Brak,"Netflix: Twoja metoda platnosci wygasa. Zaktualizuj karte, aby uniknac przerwy w dostepie do filmow: netflix-account-payment-update.net/fix/93K2",Inny,Subscription renewal,4,3,formal-corporate,fake payment demand,True,gemini_3,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Netflix: Twoja metoda platnosci wygasa. Zaktualizuj karte, aby uniknac przerwy w dostepie do filmow: netflix-account-payment-update.net/fix/93K2"
E-mail,Spear-Phishing XTB,"Szanowny Kliencie, na podstawie Twoich ostatnich transakcji w XTB proponujemy nową ofertę inwestycyjną, która może zwiększyć Twoje zyski. Aby skorzystać z tej propozycji, kliknij https://xtb-offer.net/personal/74928163 i podaj niezbędne informacje. Niezwłoczne potwierdzenie pozwoli Ci uczestniczyć w wyjątkowym programie. W razie pytań, prosimy o kontakt z obsługą klienta pod numerem 800-111-222. Dziękujemy za zainteresowanie.",XTB,Investments,5,5,rushed-marketing,spear-phishing personalized,True,gpt-oss-20b,"[TYPE] E-mail
[SENDER] XTB
[TITLE] Spear-Phishing XTB
[CONTENT] Szanowny Kliencie, na podstawie Twoich ostatnich transakcji w XTB proponujemy nową ofertę inwestycyjną, która może zwiększyć Twoje zyski. Aby skorzystać z tej propozycji, kliknij https://xtb-offer.net/personal/74928163 i podaj niezbędne informacje. Niezwłoczne potwierdzenie pozwoli Ci uczestniczyć w wyjątkowym programie. W razie pytań, prosimy o kontakt z obsługą klienta pod numerem 800-111-222. Dziękujemy za zainteresowanie."
E-mail,Twoje zamowienie w RTV Euro AGD - wyslane,"Dzien dobry, Twoje zamowienie nr 38291029 zlozone w sklepie RTV Euro AGD zostalo skompletowane i przekazane firmie kurierskiej. Przewidywany termin doreczenia to 1-2 dni robocze. Numer listu przewozowego: 0000293847102. Mozesz sledzic status przesylki na stronie przewoznika. Faktura VAT w formie elektronicznej zostanie przeslana w osobnej wiadomosci po doreczeniu towaru. Dziekujemy za zakupy w naszym sklepie i zapraszamy ponownie. Zespol RTV Euro AGD.",RTV Euro AGD,Parcel tracking,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] RTV Euro AGD
[TITLE] Twoje zamowienie w RTV Euro AGD - wyslane
[CONTENT] Dzien dobry, Twoje zamowienie nr 38291029 zlozone w sklepie RTV Euro AGD zostalo skompletowane i przekazane firmie kurierskiej. Przewidywany termin doreczenia to 1-2 dni robocze. Numer listu przewozowego: 0000293847102. Mozesz sledzic status przesylki na stronie przewoznika. Faktura VAT w formie elektronicznej zostanie przeslana w osobnej wiadomosci po doreczeniu towaru. Dziekujemy za zakupy w naszym sklepie i zapraszamy ponownie. Zespol RTV Euro AGD."
SMS,Brak,"Orange: Twoja faktura za uslugi stacjonarne na kwote 79,90 PLN jest dostepna. Termin platnosci 25.01.2025. Pobierz PDF: orange.pl/view/fv/8492019",Orange,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Orange
[TITLE] Brak
[CONTENT] Orange: Twoja faktura za uslugi stacjonarne na kwote 79,90 PLN jest dostepna. Termin platnosci 25.01.2025. Pobierz PDF: orange.pl/view/fv/8492019"
E-mail,Wygrales 2000 PLN w loterii urodzinowej Empik!,"Witaj, z okazji naszych urodzin wylosowalismy 100 klientow, ktorzy otrzymaja bon zakupowy o wartosci 2000 PLN na caly asortyment sklepu empik.com. Twoj adres e-mail znalazl sie na liscie zwyciezcow! To niesamowita okazja, aby sprawic sobie wymarzone prezenty zupelnie za darmo. Aby odebrac nagrode, wystarczy potwierdzic swoj udzial w loterii i oplacic koszt wysylki karty podarunkowej (12 PLN) pod tym linkiem: empik-loteria-urodziny.xyz/win/93K1 . Pospiesz sie, nagrody nieodebrane w ciagu 24 godzin przepadaja na rzecz kolejnych osob z listy rezerwowej. Gratulujemy i zyczymy udanych zakupow!",Empik,Prize / lottery / voucher,5,3,rushed-marketing,fake prize / win,True,gemini_3,"[TYPE] E-mail
[SENDER] Empik
[TITLE] Wygrales 2000 PLN w loterii urodzinowej Empik!
[CONTENT] Witaj, z okazji naszych urodzin wylosowalismy 100 klientow, ktorzy otrzymaja bon zakupowy o wartosci 2000 PLN na caly asortyment sklepu empik.com. Twoj adres e-mail znalazl sie na liscie zwyciezcow! To niesamowita okazja, aby sprawic sobie wymarzone prezenty zupelnie za darmo. Aby odebrac nagrode, wystarczy potwierdzic swoj udzial w loterii i oplacic koszt wysylki karty podarunkowej (12 PLN) pod tym linkiem: empik-loteria-urodziny.xyz/win/93K1 . Pospiesz sie, nagrody nieodebrane w ciagu 24 godzin przepadaja na rzecz kolejnych osob z listy rezerwowej. Gratulujemy i zyczymy udanych zakupow!"
E-mail,Zajecie komornicze rachunku bankowego,"Kancelaria Komornicza zawiadamia o zajeciu Twojego rachunku bankowego na poczet dlugu w wysokosci 3500 PLN. Podstawa prawna: tytul wykonawczy sadu rejonowego. Aby uniknac calkowitej blokady srodkow, wzywamy do natychmiastowej splaty naleznosci. Skorzystaj z naszej bramki platnosci: komornik-sadowy-splata-zajecia.eu/pay/83L1 . Brak wplaty w ciagu 24 godzin spowoduje wizyte komornika w miejscu zamieszkania. Prosimy o powazne potraktowanie wezwania.",Inny,US/ZUS notification,5,4,official-bureaucratic,fake payment demand,True,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Zajecie komornicze rachunku bankowego
[CONTENT] Kancelaria Komornicza zawiadamia o zajeciu Twojego rachunku bankowego na poczet dlugu w wysokosci 3500 PLN. Podstawa prawna: tytul wykonawczy sadu rejonowego. Aby uniknac calkowitej blokady srodkow, wzywamy do natychmiastowej splaty naleznosci. Skorzystaj z naszej bramki platnosci: komornik-sadowy-splata-zajecia.eu/pay/83L1 . Brak wplaty w ciagu 24 godzin spowoduje wizyte komornika w miejscu zamieszkania. Prosimy o powazne potraktowanie wezwania."
E-mail,Potwierdzenie nadania przesylki,Informujemy ze przesylka o numerze ZW8X9P2Q7R4T zostala poprawnie nadana i przekazana do dalszego transportu zgodnie z wybrana usluga. W wiadomosci przekazujemy szczegoly dotyczace trasy oraz przewidywanego terminu doreczenia aby umozliwic zaplanowanie odbioru bez dodatkowych formalnosci. W przypadku potrzeby zmiany miejsca dostawy mozna skorzystac z dostepnych opcji zarzadzania przesylka w oficjalnym serwisie bez koniecznosci podawania danych wrazliwych. System monitoruje kazdy etap realizacji zamowienia i automatycznie informuje o istotnych zdarzeniach logistycznych. Prosimy zachowac numer przesylki do czasu jej odbioru poniewaz moze byc wymagany przy kontakcie z obsluga klienta.,InPost,Parcel tracking,1,3,very correct corporate,brak,False,gpt_5.1,"[TYPE] E-mail
[SENDER] InPost
[TITLE] Potwierdzenie nadania przesylki
[CONTENT] Informujemy ze przesylka o numerze ZW8X9P2Q7R4T zostala poprawnie nadana i przekazana do dalszego transportu zgodnie z wybrana usluga. W wiadomosci przekazujemy szczegoly dotyczace trasy oraz przewidywanego terminu doreczenia aby umozliwic zaplanowanie odbioru bez dodatkowych formalnosci. W przypadku potrzeby zmiany miejsca dostawy mozna skorzystac z dostepnych opcji zarzadzania przesylka w oficjalnym serwisie bez koniecznosci podawania danych wrazliwych. System monitoruje kazdy etap realizacji zamowienia i automatycznie informuje o istotnych zdarzeniach logistycznych. Prosimy zachowac numer przesylki do czasu jej odbioru poniewaz moze byc wymagany przy kontakcie z obsluga klienta."
SMS,Brak,"Pekao: Personalizowana oferta. Janie, sprawdz: pekao-personal.pl/s/9Q2R4M7K1P3.",Pekao,Inne,4,5,formal-corporate,spear-phishing personalized,True,grok_4.1,"[TYPE] SMS
[SENDER] Pekao
[TITLE] Brak
[CONTENT] Pekao: Personalizowana oferta. Janie, sprawdz: pekao-personal.pl/s/9Q2R4M7K1P3."
E-mail,Potwierdzenie transakcji BLIK,"Witaj, potwierdzamy wykonanie transakcji BLIK o numerze identyfikacyjnym 829103928 w dniu dzisiejszym na kwote 120,50 PLN w sklepie Biedronka. Srodki zostaly pobrane z Twojego konta osobistego w Banku Millennium i zaksiegowane na koncie sprzedawcy. Szczegoly transakcji mozesz sprawdzic w historii operacji w aplikacji mobilnej lub serwisie internetowym Millenet. Jezeli zauwazyles jakikolwiek blad lub nie rozpoznajesz tej platnosci, prosimy o niezwloczny kontakt z nasza infolinia dostepna 24 godziny na dobe. Dziekujemy za korzystanie z platnosci mobilnych BLIK i zyczymy milego dnia.",Millennium,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] Millennium
[TITLE] Potwierdzenie transakcji BLIK
[CONTENT] Witaj, potwierdzamy wykonanie transakcji BLIK o numerze identyfikacyjnym 829103928 w dniu dzisiejszym na kwote 120,50 PLN w sklepie Biedronka. Srodki zostaly pobrane z Twojego konta osobistego w Banku Millennium i zaksiegowane na koncie sprzedawcy. Szczegoly transakcji mozesz sprawdzic w historii operacji w aplikacji mobilnej lub serwisie internetowym Millenet. Jezeli zauwazyles jakikolwiek blad lub nie rozpoznajesz tej platnosci, prosimy o niezwloczny kontakt z nasza infolinia dostepna 24 godziny na dobe. Dziekujemy za korzystanie z platnosci mobilnych BLIK i zyczymy milego dnia."
SMS,Brak,"Kod odbioru paczki DPD Pickup: 4829. Przesylka czeka w punkcie Zabka, ul. Lesna 10. Odbierz do 06.02.2025. Dziekujemy.",DPD,Parcel pickup,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] DPD
[TITLE] Brak
[CONTENT] Kod odbioru paczki DPD Pickup: 4829. Przesylka czeka w punkcie Zabka, ul. Lesna 10. Odbierz do 06.02.2025. Dziekujemy."
SMS,Brak,Paczka InPost przekierowana do Punktu Odbioru. Paczkomat uszkodzony. Nowy adres odbioru sprawdzisz tutaj: inpost-awaria-mapa.eu/go/82K1,InPost,Parcel tracking,4,3,formal-corporate,urgent verification + fake link,True,gemini_3,"[TYPE] SMS
[SENDER] InPost
[TITLE] Brak
[CONTENT] Paczka InPost przekierowana do Punktu Odbioru. Paczkomat uszkodzony. Nowy adres odbioru sprawdzisz tutaj: inpost-awaria-mapa.eu/go/82K1"
E-mail,mBank: Przelew wychodzacy zrealizowany,"Witaj, informujemy, ze przelew z Twojego konta na kwote 450,00 PLN zostal zrealizowany. Odbiorca: Enea S.A. Tytul: Faktura luty 2025. Szczegoly operacji dostepne w serwisie transakcyjnym. Pozdrawiamy, mBank.",mBank,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] mBank
[TITLE] mBank: Przelew wychodzacy zrealizowany
[CONTENT] Witaj, informujemy, ze przelew z Twojego konta na kwote 450,00 PLN zostal zrealizowany. Odbiorca: Enea S.A. Tytul: Faktura luty 2025. Szczegoly operacji dostepne w serwisie transakcyjnym. Pozdrawiamy, mBank."
SMS,Brak,"Numer 572***928 prosi o kod BLIK. Jesli nie znasz tej osoby, zignoruj te wiadomosc. Nie podawaj kodu BLIK przez telefon nieznajomym.",PKO BP,Login / verification,1,1,very correct corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] PKO BP
[TITLE] Brak
[CONTENT] Numer 572***928 prosi o kod BLIK. Jesli nie znasz tej osoby, zignoruj te wiadomosc. Nie podawaj kodu BLIK przez telefon nieznajomym."
E-mail,Millennium: Wyciag z karty kredytowej,"Szanowny Kliencie, przesylamy zestawienie transakcji karta kredytowa za ostatni okres rozliczeniowy. Dokument w zalaczniku (haslo: PESEL). Prosimy o splate zadluzenia w terminie. Pozdrawiamy, Bank Millennium.",Millennium,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] Millennium
[TITLE] Millennium: Wyciag z karty kredytowej
[CONTENT] Szanowny Kliencie, przesylamy zestawienie transakcji karta kredytowa za ostatni okres rozliczeniowy. Dokument w zalaczniku (haslo: PESEL). Prosimy o splate zadluzenia w terminie. Pozdrawiamy, Bank Millennium."
E-mail,Blokada numeru - Orange,"Drogi Kliencie, Twoj numer telefonu zostanie zablokowany z powodu braku rejestracji karty SIM. Aby uniknac wylaczenia uslug, potwierdz swoje dane osobowe online: [orange-rejestracja-numeru.com/verify/10M3](https://www.google.com/search?q=https://orange-rejestracja-numeru.com/verify/10M3) . Masz na to 12 godzin. Usluga jest bezplatna. Zespol Orange.",Orange,Data / certificate update,5,2,urgent verification + fake link,account block threat,True,gemini_3,"[TYPE] E-mail
[SENDER] Orange
[TITLE] Blokada numeru - Orange
[CONTENT] Drogi Kliencie, Twoj numer telefonu zostanie zablokowany z powodu braku rejestracji karty SIM. Aby uniknac wylaczenia uslug, potwierdz swoje dane osobowe online: [orange-rejestracja-numeru.com/verify/10M3](https://www.google.com/search?q=https://orange-rejestracja-numeru.com/verify/10M3) . Masz na to 12 godzin. Usluga jest bezplatna. Zespol Orange."
SMS,Brak,Twoj kod aktywacyjny do uslugi HBO Max w Play to: 4829. Wpisz go na stronie [hbomax.com/tvsignin](https://www.google.com/search?q=https://hbomax.com/tvsignin) aby rozpoczac ogladanie.,Play,Login / verification,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Play
[TITLE] Brak
[CONTENT] Twoj kod aktywacyjny do uslugi HBO Max w Play to: 4829. Wpisz go na stronie [hbomax.com/tvsignin](https://www.google.com/search?q=https://hbomax.com/tvsignin) aby rozpoczac ogladanie."
